10335.9,0.00139131
10335.9,0.0011725
11025,0.00131916
9819.14,0.00163961
10508.2,0.000876604
10852.7,0.00189467
10163.7,0.00214369
9130.08,0.00105148
10852.7,0.00166427
10852.7,0.00143594
8957.81,0.00116317
10508.2,0.00178408
10852.7,0.00114904
11025,0.00221425
9646.88,0.00102522
9130.08,0.00185379
9474.61,0.00170019
10680.5,0.00205845
172.266,0.00804566
0,0.0146053
0,0.0678526
3445.31,0.311006
344.531,1.50624
516.797,2.38158
516.797,2.65593
516.797,3.70665
516.797,3.86874
516.797,4.44815
516.797,4.58633
516.797,4.87282
516.797,4.67135
516.797,3.39739
516.797,2.10952
344.531,1.19393
344.531,0.712671
344.531,0.107001
344.531,0.114268
344.531,0.253045
344.531,0.045817
172.266,0.0813914
344.531,0.251071
172.266,0.360216
172.266,0.251375
172.266,0.152582
1550.39,0.0794123
1378.12,0.430896
1205.86,0.255514
344.531,1.63041
516.797,3.68589
516.797,4.05843
516.797,3.98007
344.531,3.50782
516.797,1.81814
4478.91,0.921671
9302.34,1.39027
5340.23,1.3052
9130.08,1.70716
6201.56,1.39745
7751.95,1.32716
8268.75,1.60139
7407.42,2.7261
6718.36,3.0769
7924.22,2.7412
6373.83,3.25612
5512.5,1.78154
6546.09,1.59077
4306.64,0.339332
344.531,1.91921
516.797,2.67698
516.797,2.68095
344.531,2.39991
516.797,1.337
516.797,0.607941
6201.56,0.974929
6546.09,0.652717
7751.95,2.03111
7751.95,1.90298
6201.56,3.88995
7924.22,3.45027
6718.36,2.74722
7751.95,3.45432
8096.48,4.62189
7407.42,4.86764
8268.75,4.78718
7924.22,6.80253
8096.48,9.17588
7924.22,6.59513
10335.9,4.08109
7751.95,4.43352
7924.22,4.52418
8096.48,2.77188
10335.9,2.5942
7924.22,3.64127
7924.22,6.13817
8096.48,6.18114
6201.56,1.98835
7579.69,1.27131
6546.09,0.668047
1722.66,0.399449
1205.86,0.199282
172.266,0.377418
344.531,2.40342
861.328,1.9186
1033.59,2.82469
1205.86,2.40695
1033.59,2.96239
1205.86,2.88642
1550.39,2.32959
1550.39,2.62554
1722.66,2.53055
1550.39,3.07999
1722.66,2.90751
516.797,2.18162
172.266,1.43612
344.531,2.90831
344.531,2.74837
172.266,2.34204
344.531,2.55425
172.266,2.08158
344.531,2.29933
172.266,1.8638
344.531,2.02647
172.266,1.88283
516.797,2.10643
516.797,1.80857
516.797,1.90009
516.797,1.8285
516.797,1.84299
344.531,2.1327
516.797,1.76181
516.797,2.00866
516.797,1.8479
516.797,1.6794
344.531,2.019
344.531,1.66426
516.797,1.21489
344.531,1.38682
344.531,1.25333
172.266,0.353537
172.266,0.298586
172.266,0.231409
344.531,0.0561674
0,0.0522209
0,0.0499704
4306.64,0.00909241
4651.17,0.108263
2239.45,0.595244
5512.5,1.01626
5340.23,0.905071
2067.19,0.246795
516.797,1.97327
516.797,2.15446
689.062,1.6193
689.062,2.25244
516.797,2.43717
689.062,1.95837
689.062,1.08662
689.062,1.27993
516.797,1.06047
516.797,1.42913
516.797,1.65988
516.797,1.36195
689.062,1.25608
689.062,1.16848
689.062,1.01663
516.797,1.1697
516.797,1.51311
516.797,1.33102
516.797,1.18527
344.531,0.969306
344.531,1.2293
344.531,1.49924
344.531,1.5199
516.797,1.44339
344.531,1.13552
344.531,1.2056
344.531,1.51392
344.531,1.58561
344.531,1.71947
516.797,1.51155
344.531,1.15392
344.531,1.44192
344.531,1.08996
344.531,0.943645
344.531,0.972273
344.531,0.883767
172.266,0.660184
172.266,0.651941
344.531,0.890848
344.531,1.13128
172.266,0.848073
172.266,0.650388
516.797,0.934572
344.531,1.83369
516.797,2.52221
516.797,2.26915
344.531,2.62046
344.531,2.28145
516.797,1.45816
172.266,0.46463
172.266,0.204064
172.266,0.0659852
172.266,0.0327886
3617.58,0.324672
3445.31,0.0706038
172.266,0.0281734
0,0.0547216
172.266,0.0181295
3273.05,0.607281
3617.58,0.676681
3445.31,1.68044
3445.31,3.42325
3273.05,3.87398
3273.05,4.03573
3273.05,4.83353
3100.78,4.88812
3445.31,3.11331
3100.78,7.17638
3445.31,7.99101
2928.52,3.54176
4306.64,3.28746
3100.78,2.78357
3100.78,3.57111
3100.78,1.42219
2756.25,1.50968
3100.78,0.612115
2411.72,2.00794
2583.98,0.436517
344.531,0.826338
344.531,2.84676
516.797,3.9777
516.797,4.64485
516.797,4.314
516.797,4.63269
516.797,4.26325
516.797,4.32182
516.797,3.94835
516.797,3.78749
516.797,3.23149
516.797,2.99564
516.797,2.51241
516.797,2.05441
516.797,1.41544
172.266,0.945483
1550.39,0.578683
344.531,0.435355
344.531,0.121312
3445.31,0.20513
1722.66,0.558831
1722.66,0.749933
2411.72,0.812008
1722.66,0.508085
1550.39,0.594105
1722.66,0.443881
1550.39,0.804689
172.266,0.560986
344.531,2.58968
516.797,1.32076
516.797,1.32555
344.531,1.64517
516.797,1.14327
344.531,1.60022
172.266,1.2142
172.266,1.04262
344.531,1.35479
172.266,0.999761
172.266,0.983188
344.531,1.28654
172.266,0.923734
172.266,0.903369
344.531,1.26497
172.266,1.01406
516.797,2.40667
516.797,3.20489
516.797,3.09114
516.797,3.14017
516.797,2.78901
516.797,1.26895
172.266,0.398832
172.266,0.329232
172.266,0.242238
172.266,0.0437034
172.266,0.0969969
516.797,0.111109
344.531,0.18632
516.797,0.0335261
6890.62,0.0647923
2239.45,2.74881
2411.72,1.88813
344.531,1.32086
516.797,2.09184
344.531,2.30868
516.797,2.25033
516.797,2.12341
689.062,2.00374
689.062,2.42111
689.062,2.75351
516.797,2.9498
689.062,2.26385
689.062,1.43041
344.531,1.42183
344.531,1.57075
344.531,1.49814
516.797,1.38101
344.531,1.124
344.531,1.45691
344.531,1.85806
344.531,1.98224
344.531,1.84502
344.531,1.68822
344.531,1.80604
344.531,2.1784
344.531,2.04566
344.531,1.19666
516.797,1.05778
344.531,1.3266
344.531,1.45139
344.531,0.962013
172.266,0.710671
172.266,0.767568
344.531,0.893085
172.266,0.720214
172.266,0.361418
344.531,0.12578
344.531,0.114717
0,0.0283338
172.266,0.0217218
0,0.0602628
0,0.017784
3617.58,0.832701
3617.58,2.02533
4306.64,2.19783
4651.17,1.48832
4306.64,1.61774
4823.44,1.42947
6718.36,0.801356
5340.23,0.603276
6546.09,0.202257
6201.56,0.137297
4823.44,0.0593906
4306.64,0.0625161
0,0.10303
0,0.0725681
8957.81,0.0403781
4823.44,0.0893528
4306.64,0.0879588
4651.17,0.10738
516.797,0.258977
516.797,0.235831
172.266,0.84769
516.797,1.75492
344.531,0.878114
344.531,0.305888
172.266,0.083703
0,0.0567323
0,0.0252185
0,0.0370128
0,0.0530402
0,0.0355059
0,0.0759291
0,0.0622753
172.266,0.00878525
0,0.0223394
0,0.0307911
0,0.0207479
172.266,0.0313125
0,0.486183
0,0.448988
1205.86,0.354706
3617.58,0.502991
3100.78,0.771314
1033.59,0.571144
1205.86,0.69481
3617.58,1.05463
3617.58,1.13346
861.328,0.529521
1205.86,0.53219
1033.59,0.835812
172.266,0.92751
1033.59,2.45033
1205.86,2.48931
1205.86,2.84753
1033.59,2.74365
1205.86,1.5128
861.328,2.15621
1033.59,2.51102
1205.86,1.72162
861.328,1.83889
861.328,2.75946
861.328,2.17623
1033.59,1.25182
516.797,0.724887
516.797,1.11323
861.328,1.35516
1033.59,1.67853
1033.59,1.34053
1033.59,1.15005
1033.59,0.870699
1033.59,0.61578
1033.59,0.497492
861.328,0.694178
1033.59,0.630969
1033.59,1.17608
861.328,0.358371
1205.86,0.456326
1033.59,0.170254
1033.59,0.178157
1205.86,0.627786
1205.86,0.175138
1033.59,0.128286
172.266,0.111923
1205.86,1.41087
689.062,0.199086
1033.59,0.0611974
1550.39,0.048494
1205.86,0.101409
0,0.0488273
0,0.0920676
1378.12,0.031521
172.266,0.0148779
0,0.0559439
172.266,0.0100427
0,0.0388582
4995.7,0.00557444
172.266,0.0102868
0,0.025686
172.266,0.0153498
0,0.0173296
0,0.0411719
0,0.0704071
1722.66,0.942847
1894.92,0.388331
4651.17,0.277555
1722.66,0.0915724
4306.64,0.136945
4651.17,0.18137
2583.98,0.0749002
1550.39,0.161908
1378.12,0.231364
0,0.148481
516.797,0.154871
2411.72,0.0770952
3617.58,0.0914391
0,0.0858093
516.797,0.0492714
0,0.0338524
0,0.0635428
2411.72,0.0457092
344.531,0.0310753
344.531,0.0257131
344.531,0.0239143
2411.72,0.0394725
2411.72,0.041012
0,0.0255058
2411.72,0.0400228
0,0.0331211
2411.72,0.0493476
344.531,0.0239255
344.531,0.0296245
2411.72,0.0187994
0,0.0282788
0,0.104726
0,0.0801751
